id,Age,AnnualIncome,ExperienceYears,EducationLevel,EmploymentStatus,TrainingHours,CertificationsCompleted,PolicySales,CustomerInteractions,LeadConversions,ClientRetentionRate,CustomerFeedbackScore,Region,WorkHoursPerWeek,CommissionEarned,PolicyTypesSold,AverageResponseTime,CompetitorExperience,CompanyTrainingParticipation,ConfidenceScore
10466,51,33010,16,Bachelor,Employed,167,0,121,856,202,0.84,0.881,East,40,9225,3,3.67,1,1,Low
10467,39,117305,4,Master,Employed,11,9,12,447,295,0.76,0.425,East,28,10314,4,1.91,1,0,High
10468,48,114359,14,Master,Unemployed,130,1,81,941,158,0.62,0.993,East,22,17460,3,5.0,1,1,Low
10469,56,106936,22,Master,Employed,43,3,142,943,142,0.77,0.406,South,25,5806,3,5.82,1,0,High
10470,47,65727,17,Bachelor,Employed,189,6,133,194,17,0.64,0.776,North,22,7501,4,4.09,1,0,High
10471,60,129545,26,High School,Unemployed,25,0,38,57,121,0.58,0.558,North,50,17718,3,4.49,1,0,High
10472,39,39787,35,Master,Unemployed,133,4,140,919,16,0.55,0.153,East,48,7719,1,8.76,1,0,Low
10473,54,98442,36,Bachelor,Employed,180,1,75,318,174,0.58,0.819,West,41,19723,1,6.94,0,0,Low
10474,46,142710,30,Master,Unemployed,73,7,121,505,164,0.97,0.849,North,20,16678,2,9.18,0,0,Low
10475,52,136489,21,High School,Employed,164,1,73,873,148,0.64,0.771,North,34,8214,3,8.91,1,1,High
10476,58,38303,20,Bachelor,Employed,74,3,122,90,167,0.82,0.929,North,46,10762,1,8.07,1,1,High
10477,23,91802,26,Doctorate,Employed,22,5,153,997,127,0.88,0.156,South,32,17230,2,9.28,0,0,Low
10478,54,123782,12,High School,Unemployed,49,8,154,484,95,0.78,0.378,East,30,8615,3,2.17,1,0,Low
10479,60,78448,8,Doctorate,Unemployed,169,9,21,382,173,0.75,0.988,South,29,2245,1,7.78,0,1,High
10480,64,94513,35,Bachelor,Employed,76,3,96,322,250,0.67,0.554,South,47,4121,2,1.32,1,0,High
10481,64,31068,29,Doctorate,Employed,23,3,106,815,143,0.6,0.342,West,44,8879,3,8.12,1,0,High
10482,53,135040,7,Doctorate,Unemployed,129,6,79,458,248,0.95,0.428,North,26,18282,1,8.72,0,0,Low
10483,39,143962,10,Master,Employed,129,0,192,124,267,0.8,0.948,West,44,7301,3,7.83,0,0,High
10484,38,56227,39,Master,Employed,67,4,42,622,67,0.57,0.75,East,53,18572,1,9.0,1,0,Low
10485,55,37740,20,High School,Employed,101,4,170,289,132,0.87,0.209,North,34,5233,3,4.73,1,1,Low
10486,60,113333,28,Master,Unemployed,55,0,64,83,243,0.55,0.329,South,54,9654,4,7.81,0,0,Low
10487,28,89745,14,Bachelor,Employed,99,5,10,554,277,0.76,0.197,East,33,7113,4,4.19,0,0,High
10488,63,32791,12,Master,Unemployed,135,8,125,990,247,0.53,0.876,South,39,4546,2,2.4,0,1,High
10489,56,25485,8,Doctorate,Employed,119,6,85,923,246,0.74,0.429,North,48,18108,3,3.97,0,1,High
10490,51,70048,7,Bachelor,Unemployed,124,1,92,78,157,0.77,0.98,West,51,7538,1,2.93,0,1,Low
10491,33,55695,5,High School,Employed,196,3,33,829,63,0.75,0.983,West,56,16926,3,5.82,0,0,High
10492,56,62441,1,Master,Employed,130,7,66,89,234,0.72,0.695,West,50,7137,4,2.9,1,1,High
10493,32,25337,9,Master,Employed,42,0,57,602,41,0.62,0.721,South,56,19039,3,9.63,0,1,High
10494,25,115972,18,Bachelor,Employed,55,5,10,499,78,0.55,0.544,South,37,5224,2,6.01,1,0,High
10495,46,40092,10,Master,Employed,91,2,49,172,186,0.81,0.476,South,44,12243,4,1.1,0,0,Low
10496,53,81052,1,Doctorate,Employed,134,2,109,488,112,0.58,0.444,South,45,18129,2,8.77,1,0,High
10497,41,125307,20,High School,Unemployed,63,0,100,356,115,0.69,0.934,East,36,11468,2,7.25,0,0,High
10498,52,26471,29,High School,Employed,75,7,199,893,254,0.87,0.459,South,38,7527,4,4.78,0,1,High
10499,25,146415,2,High School,Unemployed,141,4,9,257,16,0.8,0.968,West,41,7205,4,3.03,0,1,High
10500,59,76194,26,High School,Unemployed,63,0,101,720,269,0.94,0.805,South,47,1498,4,6.79,1,0,High
10501,22,69388,11,Bachelor,Unemployed,123,4,7,517,292,0.84,0.308,South,53,4151,1,4.52,1,0,Low
10502,24,118232,25,High School,Employed,13,4,191,512,243,0.97,0.408,West,53,17113,1,2.95,0,1,High
10503,58,141207,34,Bachelor,Unemployed,154,8,157,959,86,0.61,0.233,South,57,2123,3,5.85,0,0,Low
10504,43,97025,1,Master,Unemployed,89,9,163,363,111,0.52,0.241,South,49,6382,3,2.58,1,1,High
10505,38,83045,31,Doctorate,Unemployed,82,2,29,954,165,0.54,0.599,North,33,7784,1,1.72,0,1,Low
10506,35,144076,38,High School,Unemployed,192,8,183,642,166,0.6,0.35,East,24,19531,4,6.31,1,1,High
10507,62,98392,22,Bachelor,Employed,185,7,94,815,199,0.53,0.951,South,48,8109,2,2.89,1,1,High
10508,56,119147,2,Doctorate,Employed,186,9,104,520,133,0.63,0.429,West,53,1126,1,2.91,0,1,High
10509,34,86088,1,Master,Employed,160,1,196,413,137,0.93,0.142,West,26,11602,2,7.52,0,1,Low
10510,56,99901,24,Bachelor,Unemployed,36,8,146,991,42,0.63,0.207,East,34,2376,4,9.46,1,0,Low
10511,64,124909,36,High School,Unemployed,34,4,48,336,25,0.91,0.431,North,20,13050,4,3.77,1,0,High
10512,23,30664,36,Bachelor,Employed,102,7,76,940,63,0.66,0.574,West,27,19112,2,1.97,0,0,High
10513,34,113859,34,Master,Unemployed,161,7,112,851,98,0.72,0.124,West,36,5741,3,4.64,0,0,High
10514,37,116991,9,Doctorate,Employed,89,3,189,220,280,0.93,0.411,West,31,2633,3,3.54,1,0,Low
10515,39,144805,12,High School,Employed,101,0,188,836,47,0.75,0.766,East,37,8968,1,3.95,0,1,Low
10516,28,30379,20,High School,Unemployed,29,8,152,85,236,0.56,0.192,West,45,13676,3,9.25,1,1,High
10517,57,134889,4,High School,Employed,62,5,138,397,262,0.68,0.202,West,23,12488,4,5.28,0,0,Low
10518,62,92660,15,High School,Employed,92,1,29,306,290,0.91,0.383,West,53,10477,1,3.18,0,0,Low
10519,51,136725,4,Doctorate,Employed,83,3,70,497,171,0.54,0.192,East,47,14866,2,7.98,0,0,High
10520,63,56536,5,Master,Employed,163,9,193,394,198,0.87,0.444,North,21,17499,3,6.93,0,1,High
10521,62,29991,10,Master,Unemployed,197,4,34,320,7,0.87,0.748,West,22,3371,1,6.13,1,0,High
10522,28,97330,36,Bachelor,Employed,139,5,170,287,208,0.72,0.985,North,29,5579,2,3.29,0,0,High
10523,36,119754,35,Bachelor,Unemployed,12,4,194,922,103,0.51,0.141,West,42,12100,2,5.43,0,1,Low
10524,61,141134,1,Master,Employed,112,8,178,668,133,0.62,0.62,East,37,11840,3,9.57,0,1,High
10525,40,121649,18,Doctorate,Unemployed,193,9,45,518,133,0.64,0.303,West,42,13806,4,8.87,1,1,Low
10526,64,126610,31,Bachelor,Employed,75,1,189,723,289,0.88,0.499,West,39,14884,3,1.61,0,0,High
10527,58,118513,6,Doctorate,Employed,162,2,189,873,232,0.77,0.994,South,58,10988,4,3.27,1,1,High
10528,23,53359,6,Doctorate,Employed,118,9,31,86,269,0.67,0.994,South,41,5745,4,6.19,1,0,High
10529,63,142060,19,Master,Unemployed,24,2,144,259,144,0.81,0.646,West,33,9793,1,1.71,1,0,High
10530,34,74302,32,Doctorate,Employed,144,2,178,999,234,0.55,0.249,South,38,9254,2,6.81,0,1,High
10531,61,139209,30,Doctorate,Unemployed,137,5,155,737,120,1.0,0.55,East,20,13606,4,7.07,1,0,High
10532,62,43043,26,Master,Employed,91,7,84,797,232,0.54,0.852,West,48,15698,3,4.5,0,0,High
10533,64,113059,3,High School,Unemployed,80,4,50,439,114,0.91,0.616,North,53,12400,1,2.18,1,0,Low
10534,64,34070,33,Doctorate,Employed,50,5,18,956,83,0.72,0.746,East,59,2725,2,1.38,0,1,Low
10535,52,97735,31,Master,Unemployed,135,0,96,534,62,0.94,0.794,South,54,16233,2,3.88,0,0,Low
10536,37,109239,20,Bachelor,Unemployed,197,9,184,103,172,0.6,0.51,West,41,5756,3,6.39,0,1,High
10537,63,109803,4,Master,Employed,181,2,74,73,48,0.78,0.703,West,29,7578,2,5.61,1,0,High
10538,27,39133,32,Master,Employed,132,3,134,812,103,0.8,0.212,South,50,6835,3,6.11,0,0,Low
10539,49,81955,18,Doctorate,Employed,42,6,135,310,155,0.73,0.444,West,28,19945,1,5.01,1,1,Low
10540,53,53571,10,High School,Employed,160,4,157,162,281,0.64,0.559,South,29,15899,1,2.44,1,1,High
10541,31,51991,22,Bachelor,Unemployed,73,0,6,291,148,0.91,0.755,East,31,17722,3,2.75,1,1,High
10542,39,141203,17,Doctorate,Unemployed,143,2,57,506,72,0.6,0.517,North,43,18305,3,9.08,0,1,High
10543,25,102115,4,High School,Unemployed,72,1,85,719,12,0.63,0.962,West,43,16455,2,7.28,0,0,High
10544,30,74741,37,High School,Employed,135,5,26,892,41,0.71,0.356,North,48,15107,2,7.44,1,1,Low
10545,28,123891,7,Bachelor,Employed,180,4,39,281,68,0.92,0.26,East,52,18135,3,5.05,0,0,High
10546,29,109539,8,Master,Employed,162,2,99,765,84,0.5,0.279,East,44,17953,3,1.83,0,1,High
10547,64,46871,1,Master,Unemployed,17,1,108,581,222,0.95,0.434,North,22,18123,4,6.69,1,0,Low
10548,28,31223,8,Doctorate,Unemployed,174,0,163,626,222,0.77,0.578,East,47,14483,1,7.79,0,0,Low
10549,62,39197,19,Bachelor,Employed,102,1,18,81,86,0.55,0.381,East,22,19031,2,6.2,1,0,High
10550,61,99923,17,Bachelor,Unemployed,196,4,124,449,183,0.61,0.881,East,45,4048,3,9.51,1,1,Low
10551,24,127657,9,Doctorate,Employed,37,4,90,290,295,0.54,0.731,East,42,14111,4,5.56,0,0,High
10552,38,117438,16,Doctorate,Employed,62,8,183,557,24,0.72,0.339,North,50,16405,3,4.98,0,0,Low
10553,23,105375,37,Bachelor,Unemployed,129,5,69,90,127,0.51,0.787,North,23,6191,4,9.1,0,1,High
10554,36,88196,27,High School,Unemployed,133,2,79,507,280,0.84,0.619,West,51,10617,4,1.55,0,0,High
10555,50,125909,2,High School,Unemployed,64,9,23,58,79,0.56,0.717,East,37,12147,2,3.52,0,0,Low
10556,43,125842,36,Doctorate,Unemployed,173,2,151,646,67,0.6,0.948,West,46,18285,3,9.64,0,1,High
10557,25,104432,12,Master,Unemployed,199,2,157,212,81,0.51,0.321,West,27,19923,1,6.43,0,0,Low
10558,27,66525,35,Bachelor,Unemployed,152,7,166,530,273,0.62,0.928,East,35,6417,2,2.14,0,0,High
10559,59,41198,31,Doctorate,Unemployed,63,8,172,687,90,0.52,0.733,South,38,2490,3,1.91,1,1,Low
10560,47,59524,19,Bachelor,Unemployed,70,2,98,614,159,0.55,0.288,South,39,8207,4,8.56,1,1,High
10561,32,119187,26,Doctorate,Employed,106,0,176,995,219,0.98,0.918,West,27,7804,1,5.46,1,0,High
10562,47,123172,36,Bachelor,Unemployed,63,7,162,750,295,0.54,0.496,West,41,5371,2,5.36,1,1,High
10563,38,124664,4,High School,Employed,38,9,147,781,187,0.89,0.287,East,28,17791,1,9.84,0,0,High
10564,45,117680,31,Bachelor,Employed,90,1,35,925,263,0.82,0.34,West,25,5575,3,2.55,1,1,Low
10565,49,109293,13,High School,Employed,118,6,113,460,174,0.65,0.755,South,30,7955,1,4.93,0,0,Low
10566,56,124499,39,Doctorate,Unemployed,36,6,146,708,299,0.93,0.949,East,34,2742,3,8.38,0,0,High
10567,52,43515,4,Master,Employed,124,8,167,606,211,0.74,0.314,North,55,15918,1,9.28,1,0,High
10568,34,131313,13,Master,Employed,149,7,108,424,198,0.65,0.925,South,43,14208,2,3.96,1,0,High
10569,56,47027,9,Master,Employed,135,8,88,395,187,0.9,0.158,East,29,14555,3,8.77,0,0,High
10570,37,38792,2,Doctorate,Unemployed,32,0,113,59,35,0.85,0.212,East,21,5475,3,2.93,1,0,High
10571,36,149447,35,Doctorate,Unemployed,59,2,21,458,165,0.54,0.426,South,38,17630,2,1.25,0,1,High
10572,64,106313,12,Doctorate,Employed,84,3,192,237,146,0.66,0.629,East,21,11736,4,1.87,0,0,Low
10573,39,110330,17,Doctorate,Employed,97,2,150,946,226,0.83,0.616,North,50,12280,4,4.0,0,0,High
10574,58,57544,4,Doctorate,Employed,164,7,151,740,102,0.63,0.14,East,52,16132,2,3.54,1,1,High
10575,62,109287,14,Bachelor,Unemployed,68,6,38,397,243,0.81,0.133,East,45,5461,2,5.33,0,1,High
10576,48,121559,21,High School,Unemployed,18,4,86,271,33,0.65,0.693,North,27,15550,4,7.78,0,0,Low
10577,56,110263,8,Master,Unemployed,42,4,37,629,12,0.6,0.501,South,40,6051,3,5.53,0,1,High
10578,56,138329,33,Doctorate,Unemployed,79,3,126,231,53,0.68,0.533,East,38,7963,2,7.01,0,1,High
10579,49,48665,28,Master,Employed,188,4,174,980,148,0.68,0.127,East,23,8353,3,3.27,1,0,Low
10580,60,56126,3,Doctorate,Employed,177,4,134,117,93,0.83,0.999,North,23,11790,2,4.26,0,0,High
10581,59,44481,14,Master,Employed,15,3,102,668,172,0.8,0.63,North,50,12195,1,6.05,1,0,High
10582,30,116372,19,Master,Employed,141,4,171,299,7,0.72,0.923,North,59,1668,4,8.45,0,0,Low
10583,33,124637,6,Doctorate,Unemployed,12,6,168,374,17,0.87,0.429,South,54,17539,4,8.12,1,0,High
10584,36,48549,36,Master,Unemployed,150,8,106,608,234,0.93,0.605,East,47,8925,1,3.39,1,1,High
10585,42,136140,20,Doctorate,Unemployed,35,6,169,117,209,0.54,0.483,North,31,18016,1,4.18,1,1,High
10586,56,93872,1,Bachelor,Unemployed,43,0,73,814,30,0.82,0.208,West,32,12803,2,8.16,0,0,High
10587,63,98693,10,High School,Employed,190,8,47,900,166,0.86,0.492,West,30,19644,4,5.52,1,0,High
10588,54,77236,13,High School,Employed,56,2,121,717,143,0.72,0.312,North,38,18681,2,6.54,0,0,Low
10589,40,88983,12,Master,Unemployed,145,1,71,392,293,0.53,0.336,West,53,14263,3,6.98,1,1,Low
10590,44,61155,11,Doctorate,Employed,85,9,149,297,217,0.72,0.778,West,48,6294,1,5.41,1,1,High
10591,34,62481,36,Master,Employed,145,8,190,371,217,0.94,0.407,North,30,9416,1,7.21,0,0,High
10592,22,147493,17,High School,Employed,156,1,184,781,299,0.58,0.769,South,25,14237,1,8.54,1,0,High
10593,50,122103,29,Doctorate,Unemployed,41,9,81,60,178,0.68,0.985,South,39,2663,3,5.2,1,1,High
10594,45,128405,3,Bachelor,Unemployed,30,8,183,160,214,0.87,0.393,East,54,14736,1,7.17,1,0,Low
10595,37,92967,29,Master,Unemployed,160,4,161,911,46,0.94,0.312,South,52,16067,1,9.97,1,1,High
10596,46,124320,10,High School,Unemployed,100,5,22,647,133,0.96,0.777,North,33,14299,4,5.45,1,1,Low
10597,44,107561,19,Bachelor,Employed,98,6,27,174,214,0.89,0.617,West,27,6193,3,4.12,0,0,Low
10598,49,45446,4,Doctorate,Unemployed,80,6,168,514,114,0.8,0.816,North,31,8680,3,6.03,0,0,High
10599,37,33507,38,Doctorate,Employed,51,3,9,329,113,0.67,0.242,East,43,17595,1,3.52,1,0,High
10600,64,58208,12,Doctorate,Employed,44,3,51,279,24,0.74,0.69,East,48,4180,4,4.55,1,1,Low
10601,59,42522,31,Doctorate,Unemployed,139,4,106,405,140,0.5,0.749,West,44,2641,3,7.75,1,0,High
10602,32,72402,2,Bachelor,Unemployed,115,8,55,510,120,0.68,0.221,East,28,8043,3,3.43,0,1,High
10603,24,50490,1,Master,Employed,85,9,150,139,175,0.86,0.238,North,23,15351,3,5.72,1,0,Low
10604,36,63011,17,High School,Employed,61,0,137,410,257,0.83,0.946,East,28,16622,3,9.52,1,0,Low
10605,22,60071,25,Doctorate,Employed,26,7,192,486,249,0.5,0.271,East,42,6873,1,6.58,1,0,High
10606,28,72754,5,Bachelor,Employed,95,7,28,534,124,0.77,0.718,East,48,10897,3,8.48,1,1,High
10607,22,120949,14,Bachelor,Unemployed,18,6,173,132,206,0.5,0.589,South,24,3429,4,3.77,1,1,Low
10608,53,70102,10,Master,Unemployed,189,5,40,778,116,0.68,0.845,East,33,7468,3,8.85,0,0,Low
10609,30,39040,21,Master,Unemployed,12,2,196,132,294,1.0,0.145,North,45,13349,1,6.11,0,1,Low
10610,50,129254,25,Bachelor,Unemployed,31,7,43,678,266,0.7,0.113,East,21,2525,1,5.01,0,0,Low
10611,47,32046,35,Bachelor,Employed,191,6,28,272,55,0.95,0.775,South,39,4400,4,3.19,0,0,High
10612,44,64374,3,Doctorate,Unemployed,45,7,115,962,239,0.51,0.891,East,59,18234,3,4.14,0,0,High
10613,64,61189,18,High School,Unemployed,176,1,49,139,25,0.86,0.67,East,48,12775,2,1.56,0,1,High
10614,50,136738,36,Doctorate,Employed,27,7,19,536,212,0.73,0.445,East,31,16062,3,4.41,1,0,Low
10615,59,108998,39,Master,Employed,90,6,190,681,255,0.77,0.498,North,34,11312,2,2.05,1,0,Low
10616,54,129407,33,High School,Unemployed,36,5,7,733,193,1.0,0.799,North,33,3746,2,7.16,0,1,Low
10617,28,111070,17,Master,Unemployed,127,8,192,289,20,0.65,0.564,West,48,13220,4,2.45,1,0,High
10618,33,59968,6,Doctorate,Employed,105,7,99,990,42,0.93,0.718,East,59,2513,3,4.45,1,0,High
10619,52,45935,34,Master,Unemployed,150,4,43,57,276,0.96,0.954,North,51,16740,1,2.3,1,0,High
10620,53,80581,26,High School,Unemployed,26,4,15,559,247,0.65,0.347,East,37,6959,3,4.8,1,1,Low
10621,41,131531,31,Master,Employed,70,8,68,113,115,0.52,0.241,West,20,17865,1,1.94,0,1,Low
10622,38,34009,28,Doctorate,Unemployed,155,7,177,957,195,0.89,0.865,West,32,13036,1,3.36,0,0,High
10623,57,71989,36,Bachelor,Unemployed,26,3,114,881,287,0.97,0.726,North,27,7017,2,1.93,1,0,Low
10624,24,71876,13,Bachelor,Unemployed,193,8,124,418,8,0.74,0.535,West,50,7015,3,5.45,0,1,High
10625,22,92482,21,Master,Unemployed,57,5,140,299,164,0.94,0.612,East,48,6760,3,4.02,0,1,High
10626,48,61724,26,Bachelor,Unemployed,25,4,192,587,274,0.61,0.919,East,35,8203,3,3.18,1,1,High
10627,61,135847,31,Master,Employed,162,9,71,577,247,0.88,0.961,North,48,14239,2,4.96,0,0,High
10628,54,76377,16,Master,Employed,36,6,128,673,118,0.85,0.11,North,48,8910,1,3.8,0,0,High
10629,41,131019,31,Bachelor,Employed,23,8,19,109,119,0.76,0.752,West,24,6948,1,5.2,1,1,High
10630,35,93861,13,Master,Unemployed,101,0,102,603,98,0.66,0.977,South,51,16180,2,4.43,1,1,High
10631,57,33699,30,Bachelor,Unemployed,120,8,114,594,232,0.63,0.268,South,46,16375,4,7.94,0,0,High
10632,26,28745,32,Doctorate,Unemployed,125,9,152,962,284,0.86,0.261,North,39,18302,4,8.65,0,0,Low
10633,44,135612,5,Doctorate,Unemployed,126,4,28,374,91,0.79,0.213,North,35,2472,4,1.67,0,1,Low
10634,36,69837,12,Doctorate,Unemployed,59,8,194,949,292,0.93,0.482,North,52,6660,4,5.82,1,0,Low
10635,27,55794,39,Master,Employed,38,4,17,756,222,0.91,0.802,East,57,15332,3,1.56,0,1,High
10636,54,115080,37,Bachelor,Employed,37,6,116,114,62,0.59,0.587,South,30,15537,2,9.54,1,1,High
10637,40,46198,4,Doctorate,Employed,158,6,87,505,188,0.61,0.448,North,46,10488,1,3.62,0,0,High
10638,34,82803,29,Doctorate,Employed,161,8,184,324,280,0.97,0.616,East,21,14294,1,6.47,1,1,High
10639,50,145791,5,Doctorate,Unemployed,55,4,180,203,230,0.69,0.416,West,47,5445,1,2.66,0,1,Low
10640,27,38489,11,Bachelor,Employed,69,6,69,597,134,0.77,0.557,North,51,17803,1,3.18,1,0,Low
10641,36,75557,30,Master,Employed,108,4,91,543,77,0.71,0.524,East,43,9420,4,1.35,1,0,Low
10642,37,86439,9,Doctorate,Unemployed,157,3,61,357,19,0.78,0.924,North,26,2142,4,5.88,0,0,High
10643,45,136652,28,Bachelor,Unemployed,61,0,51,178,134,0.84,0.58,East,45,7134,1,1.73,0,1,High
10644,44,47474,22,Master,Unemployed,159,4,77,898,197,0.68,0.693,East,23,15480,1,4.08,0,0,Low
10645,31,81439,11,Bachelor,Unemployed,77,3,153,149,89,0.67,0.367,South,57,16830,1,5.1,0,1,Low
10646,62,108956,21,Doctorate,Unemployed,153,0,198,855,170,0.92,0.426,East,54,4786,2,7.96,0,1,High
10647,62,80186,6,High School,Employed,158,9,10,940,244,0.81,0.979,South,41,5014,1,6.07,0,0,Low
10648,38,93213,26,High School,Unemployed,181,0,20,909,56,0.93,0.648,South,27,13095,2,4.65,1,0,Low
10649,51,80296,16,Doctorate,Unemployed,71,4,196,817,125,0.93,0.37,West,39,14686,4,7.49,1,1,High
10650,31,59512,14,Bachelor,Unemployed,158,8,158,447,54,0.58,0.164,East,40,16847,1,5.39,0,1,High
10651,40,101711,35,High School,Unemployed,113,0,44,734,280,0.9,0.646,West,29,5747,1,3.63,0,1,High
10652,50,133854,36,Bachelor,Employed,148,7,108,199,90,0.95,0.175,East,39,14325,4,6.57,0,1,High
10653,23,132727,22,Master,Employed,129,8,191,341,21,0.72,0.246,North,54,15016,2,6.42,1,0,High
10654,57,26177,2,Master,Unemployed,197,9,26,295,66,0.75,0.294,West,54,14773,4,4.05,1,1,High
10655,40,25761,13,High School,Unemployed,46,3,161,828,67,0.69,0.677,South,46,5152,3,3.79,0,0,High
10656,28,128082,11,Master,Unemployed,181,7,49,771,165,0.58,0.463,South,23,8856,1,5.58,1,0,Low
10657,47,31458,12,Bachelor,Employed,133,0,99,812,136,0.77,0.758,East,31,12255,4,3.87,0,0,High
10658,36,84698,33,Doctorate,Unemployed,31,3,126,161,127,0.7,0.299,West,35,13965,4,4.1,1,1,Low
10659,59,79775,22,Doctorate,Unemployed,180,9,196,437,197,0.91,0.896,North,33,19324,4,3.09,1,0,Low
10660,24,78866,9,High School,Employed,30,1,153,229,204,0.74,0.291,North,55,11603,1,3.36,0,1,High
10661,59,45110,7,High School,Unemployed,170,9,47,347,212,0.98,0.13,South,34,2439,3,4.43,1,1,Low
10662,37,133039,17,Doctorate,Employed,154,3,179,401,108,0.87,0.506,East,44,19207,2,6.59,0,1,High
10663,23,118789,10,Bachelor,Employed,45,1,126,384,123,0.62,0.212,North,44,7022,3,4.15,0,1,High
10664,52,108853,38,Bachelor,Employed,151,2,83,528,155,0.7,0.483,North,58,1779,1,3.25,0,0,Low
10665,49,143249,39,High School,Employed,174,0,77,783,206,0.81,0.973,East,21,1958,2,9.99,1,1,High
10666,28,86446,25,Doctorate,Employed,168,9,132,319,252,0.57,0.821,North,35,14196,3,6.22,0,1,High
10667,51,53433,27,Doctorate,Employed,141,2,139,63,5,0.75,0.515,East,30,1566,3,7.19,0,0,Low
10668,64,97715,30,Doctorate,Unemployed,143,6,12,608,85,0.93,0.756,East,47,7270,3,9.52,1,1,High
10669,28,39849,30,Doctorate,Unemployed,187,7,90,646,64,0.59,0.483,East,45,14861,2,4.54,0,0,High
10670,57,94980,34,High School,Unemployed,94,5,15,386,53,0.54,0.101,East,26,13124,3,1.62,1,1,High
10671,50,93500,33,Bachelor,Employed,47,0,178,676,97,0.75,0.821,North,37,3618,1,3.08,0,1,High
10672,45,66990,32,Doctorate,Unemployed,88,6,181,500,64,0.95,0.786,South,49,8400,1,7.02,0,1,High
10673,60,84891,12,Master,Unemployed,142,2,67,325,32,0.85,0.926,East,50,7669,4,8.1,1,0,Low
10674,25,84866,23,High School,Unemployed,175,8,140,79,81,0.79,0.204,West,47,14956,3,8.21,1,0,High
10675,50,103347,29,Master,Unemployed,33,1,145,615,136,0.59,0.832,North,31,19480,2,6.47,1,0,High
10676,26,100603,1,Bachelor,Unemployed,27,8,75,211,184,0.87,0.829,North,26,4341,3,3.83,1,0,Low
10677,50,64992,20,Doctorate,Employed,102,9,146,951,84,0.84,0.427,North,26,3599,1,8.29,1,0,High
10678,51,148469,10,Bachelor,Employed,169,1,80,173,166,0.98,0.462,South,37,17129,1,7.83,1,0,High
10679,50,90097,19,Master,Employed,80,1,41,145,20,0.56,0.478,East,43,17568,1,6.25,0,0,High
10680,47,101008,23,Bachelor,Unemployed,111,3,198,250,258,0.67,0.419,North,30,17321,1,4.54,1,0,High
10681,40,105662,21,High School,Employed,99,1,148,539,295,0.74,0.623,East,49,8157,1,9.68,0,1,High
10682,47,28101,35,Bachelor,Unemployed,81,6,180,402,40,0.82,0.563,West,44,11357,1,1.98,0,0,Low
10683,58,51990,32,Bachelor,Employed,98,2,0,908,85,0.73,0.618,East,48,8095,2,9.37,1,0,High
10684,48,127201,10,Bachelor,Employed,167,3,141,168,169,0.69,0.64,East,36,9356,2,6.55,1,0,Low
10685,51,94214,2,Master,Employed,97,0,130,657,91,0.68,0.724,North,51,12594,1,6.03,1,1,Low
10686,51,59611,36,Bachelor,Employed,167,9,95,105,178,0.55,0.365,East,57,17200,3,8.73,0,1,Low
10687,24,86495,6,Master,Employed,142,3,8,534,39,0.7,0.271,West,47,1229,4,4.92,1,1,High
10688,64,121265,17,Master,Employed,13,3,10,954,187,0.63,0.576,South,46,5955,2,8.57,1,0,High
10689,28,76090,15,Doctorate,Unemployed,188,3,150,555,138,0.65,0.488,South,59,5478,2,4.56,0,1,Low
10690,30,119571,36,Bachelor,Employed,146,8,157,561,131,0.5,0.742,South,24,4154,3,2.18,0,1,Low
10691,62,40958,24,Bachelor,Employed,64,2,174,393,238,0.52,0.612,West,31,18344,4,4.75,0,1,High
10692,63,148132,29,Master,Employed,42,6,118,498,7,0.64,0.724,East,55,14558,4,9.77,0,0,High
10693,34,114786,14,Doctorate,Employed,124,3,4,130,49,0.6,0.275,East,48,6411,3,6.23,0,1,High
10694,36,97619,2,Master,Employed,102,0,29,921,183,0.78,0.992,East,34,18851,1,7.51,0,1,Low
10695,26,90256,22,Master,Unemployed,40,9,67,415,83,0.76,0.307,West,26,19607,4,5.98,1,1,Low
10696,50,112292,6,High School,Unemployed,117,2,90,257,205,0.93,0.458,South,21,5258,1,3.89,0,0,High
10697,56,92002,9,Doctorate,Unemployed,92,8,156,970,102,0.53,0.747,East,58,13080,4,6.08,0,0,High
10698,48,74887,12,Bachelor,Unemployed,191,9,172,321,29,0.84,0.123,South,51,3831,1,6.79,1,1,Low
10699,48,25339,39,High School,Employed,198,5,101,97,85,0.95,0.844,South,21,15294,3,6.05,0,0,Low
10700,29,135083,5,Master,Unemployed,75,7,134,961,59,0.81,0.621,South,26,12260,1,5.92,1,0,High
10701,53,75528,1,Bachelor,Unemployed,157,8,143,844,204,0.93,0.893,North,25,19098,4,5.95,1,0,High
10702,41,111639,10,Doctorate,Employed,123,7,71,823,70,0.79,0.588,West,53,10801,3,4.93,1,1,High
10703,31,107624,11,Bachelor,Unemployed,94,4,88,664,266,0.89,0.124,East,27,13147,2,3.82,1,0,Low
10704,34,94260,27,Doctorate,Employed,198,5,168,182,155,0.53,0.544,East,38,15263,3,9.11,0,0,High
10705,50,131493,23,Doctorate,Employed,45,9,188,853,54,0.58,0.907,North,49,5620,2,6.57,0,0,High
10706,56,78570,20,High School,Unemployed,93,1,178,479,81,0.54,0.333,West,36,2376,2,6.03,0,1,Low
10707,29,46643,5,Master,Employed,117,8,54,521,295,0.96,0.388,East,50,3736,3,6.26,1,0,Low
